date,totalChallan,disposedChallan,pendingChallan,pendingAmount,disposedAmount,totalAmount,pendingCourt,disposedCourt,totalCourt
2021-12-21,129645,61375,68270,89323089,75218714,164541803,20594,7640,28234
2021-12-22,127779,60513,67266,92975605,90344502,183320107,21203,7672,28875
2021-12-23,131709,61240,70469,93833135,81554123,175387258,20145,7439,27584
2021-12-24,133105,62999,70106,93304659,79591629,172896288,22937,8184,31121
2021-12-25,126300,57061,69239,85906401,63580355,149486756,19473,7204,26677
2021-12-26,120251,52749,67502,75881030,56071954,131952984,17807,6414,24221
2021-12-27,119651,55779,63872,88096544,62840205,150936749,20822,7384,28206
2021-12-28,115574,55750,59824,77378446,69152582,146531028,18349,6391,24740
2021-12-29,120008,58193,61815,84276305,69654605,153930910,18511,7012,25523
2021-12-30,118491,57503,60988,82355798,68433077,150788875,19942,7287,27229
2021-12-31,117617,56454,61163,83493116,62750672,146243788,20270,7933,28203
2022-01-01,96103,44167,51936,63635652,53704179,117339831,17453,6375,23828
2022-01-02,125671,56252,69419,75665392,57770176,133435568,16923,5843,22766
2022-01-03,134612,64201,70411,85822747,79755645,165578392,24093,7872,31965
2022-01-04,137444,66740,70704,88853605,90348910,179202515,24777,7912,32689
2022-01-05,117571,57364,60207,61336911,83667102,145004013,16203,4808,21011
2022-01-06,130644,65213,65431,81642945,85949208,167592153,18918,7399,26317
2022-01-07,130310,65487,64823,80211238,89226847,169438085,21022,7556,28578
2022-01-08,111510,58502,53008,48823565,69306470,118130035,15189,4676,19865
2022-01-09,80839,39601,41238,49475864,53946232,103422096,15065,4153,19218
2022-01-10,127390,63887,63503,75230430,76853971,152084401,26979,8414,35393
2022-01-11,128821,64955,63866,80479286,83508235,163987521,31245,9043,40288
2022-01-12,128514,65312,63202,81650555,88015570,169666125,32390,9599,41989
2022-01-13,123292,61451,61841,83302067,81212211,164514278,32414,9267,41681
2022-01-14,102146,49588,52558,72531257,72331634,144862891,29726,8497,38223
2022-01-15,110001,53667,56334,66480134,68095828,134575962,29196,7432,36628
2022-01-16,89717,41618,48099,60005773,54794884,114800657,29181,6929,36110
2022-01-17,118952,58865,60087,75672798,72520765,148193563,32525,9170,41695
2022-01-18,124786,63228,61558,74845738,81234546,156080284,30871,8809,39680
2022-01-19,128237,65287,62950,82743995,164706353,247450348,31510,9526,41036
2022-01-20,123826,63198,60628,73000647,75014465,148015112,30216,8447,38663
2022-01-21,123257,61859,61398,74058376,82266617,156324993,30135,8380,38515
2022-01-22,115542,59091,56451,54924810,71143369,126068179,24023,6049,30072
2022-01-23,81589,35880,45709,51967750,52037159,104004909,25363,5905,31268
2022-01-24,131391,64150,67241,77036370,74780979,151817349,31801,9108,40909
2022-01-25,125049,63056,61993,82934038,83907252,166841290,32136,8928,41064
2022-01-26,97617,48924,48693,46181369,47296432,93477801,22646,6378,29024
2022-01-27,125547,65227,60320,81815714,79130468,160946182,31773,9564,41337
2022-01-28,123377,63621,59756,82011885,81129445,163141330,31548,9241,40789
2022-01-29,121530,63385,58145,78336509,81163634,159500143,30860,8792,39652
2022-01-30,109250,51163,58087,70131276,61601202,131732478,30096,9022,39118
2022-01-31,118115,62607,55508,78811195,76028352,154839547,31752,9704,41456
2022-02-01,125568,68544,57024,76824809,93373842,170198651,31292,9338,40630
2022-02-02,131407,71368,60039,85438508,104531942,189970450,34199,10068,44267
2022-02-03,118186,64356,53830,75299889,99167529,174467418,28281,8278,36559
2022-02-04,122344,66336,56008,79007291,93980496,172987787,30470,9485,39955
2022-02-05,122630,66742,55888,73172606,84676586,157849192,29952,9286,39238
2022-02-06,104381,51867,52514,64204271,67169866,131374137,27582,8161,35743
2022-02-07,119713,64702,55011,78148213,86569747,164717960,30266,9916,40182
2022-02-08,126429,67232,59197,81345663,97077487,178423150,29945,9213,39158
2022-02-09,120912,65926,54986,75451931,96935403,172387334,26016,8112,34128
2022-02-10,117000,62930,54070,71265298,90390348,161655646,25725,8369,34094
2022-02-11,117237,64613,52624,71593274,82007808,153601082,27756,8552,36308
2022-02-12,116222,63159,53063,66199613,85091799,151291412,26450,8419,34869
2022-02-13,108960,54873,54087,59979344,67450435,127429779,26533,7804,34337
2022-02-14,115093,60500,54593,68218239,78650709,146868948,29107,8878,37985
2022-02-15,117788,63141,54647,69753525,88568032,158321557,27482,8659,36141
2022-02-16,117114,64806,52308,67950692,87551465,155502157,27560,8347,35907
2022-02-17,109063,61019,48044,71201743,90480727,161682470,27694,8799,36493
2022-02-18,88107,51763,36344,63364955,86621401,149986356,26538,8342,34880
2022-02-19,89528,51466,38062,69986376,85069777,155056153,28631,9295,37926
2022-02-20,99206,51463,47743,62231418,70613979,132845397,21633,7172,28805
2022-02-21,118560,63753,54807,77029870,86869302,163899172,29595,9114,38709
2022-02-22,109650,59372,50278,79963179,90280410,170243589,28634,8663,37297
2022-02-23,133826,69282,64544,88704509,96464447,185168956,30324,8399,38723
2022-02-24,133089,68638,64451,86862118,89540960,176403078,30272,9272,39544
2022-02-25,134224,69216,65008,89052060,94534647,183586707,30342,9315,39657
2022-02-26,132384,68998,63386,79691922,82922322,162614244,28789,9001,37790
2022-02-27,110895,55408,55487,58803320,60414445,119217765,22866,7204,30070
2022-02-28,127208,65899,61309,74818218,79310384,154128602,28595,8990,37585
2022-03-01,120768,67590,53178,68643683,98390274,167033957,25794,7924,33718
2022-03-02,135040,75422,59618,85547202,121432338,206979540,31382,9658,41040
2022-03-03,146702,79707,66995,88768660,131542653,220311313,30273,9621,39894
2022-03-04,133157,73925,59232,80540780,123075529,203616309,28797,9314,38111
2022-03-05,145669,80325,65344,79924799,122202193,202126992,31121,9984,41105
2022-03-06,124241,65579,58662,70335234,94482235,164817469,29307,8490,37797
2022-03-07,136830,73319,63511,87003622,115221623,202225245,32725,9840,42565
2022-03-08,134095,73221,60874,90556111,127874275,218430386,31823,9689,41512
2022-03-09,140922,76505,64417,88882837,124377006,213259843,30069,9779,39848
2022-03-10,128851,70254,58597,78352964,108761916,187114880,26456,8240,34696
2022-03-11,143982,78056,65926,88215316,116102043,204317359,33068,10004,43072
2022-03-12,138411,74827,63584,80018675,107515166,187533841,30826,9452,40278
2022-03-13,127896,64809,63087,84251612,91237529,175489141,32357,9351,41708
2022-03-14,142052,74561,67491,100034642,111949421,211984063,30810,9925,40735
2022-03-15,149286,76178,73108,96017355,115454186,211471541,35993,11159,47152
2022-03-16,141828,74642,67186,88369729,109323260,197692989,33735,9942,43677
2022-03-17,124957,64159,60798,70260004,70537023,140797027,28880,8345,37225
2022-03-18,106619,51597,55022,59971240,45179977,105151217,26363,6481,32844
2022-03-19,105533,57680,47853,46754567,49298868,96053435,15730,5102,20832
2022-03-20,87064,41789,45275,47770772,46543467,94314239,21370,6565,27935
2022-03-21,141616,71337,70279,94672039,89524891,184196930,36879,10497,47376
2022-03-22,144049,74528,69521,94732091,97489742,192221833,34777,10355,45132
2022-03-23,140444,73494,66950,90926641,110048595,200975236,33283,9303,42586
2022-03-24,144970,76262,68708,100843175,106962057,207805232,32275,9608,41883
2022-03-25,138193,72917,65276,96156318,104946016,201102334,32170,9362,41532
2022-03-26,135307,73118,62189,90658027,103451215,194109242,32299,9430,41729
2022-03-27,122369,60822,61547,76817949,83516157,160334106,28876,8283,37159
2022-03-28,116944,55368,61576,91746751,86259385,178006136,30242,9257,39499
2022-03-29,125651,60277,65374,93060865,95454129,188514994,29709,9479,39188
2022-03-30,131904,68831,63073,97435568,93890056,191325624,30262,9356,39618
2022-03-31,130130,67595,62535,96146311,90246407,186392718,32156,9970,42126
2022-04-01,132413,68714,63699,80580660,101038280,181618940,33728,10183,43911
2022-04-02,130721,68334,62387,81985305,93562191,175547496,31718,9808,41526
2022-04-03,109656,56101,53555,62091990,76006610,138098600,25129,7849,32978
2022-04-04,124388,65552,58836,84219983,94459764,178679747,30100,9744,39844
2022-04-05,133536,69534,64002,100851284,107994421,208845705,35610,10575,46185
2022-04-06,132793,68234,64559,97443742,109021099,206464841,35811,10605,46416
2022-04-07,132361,68821,63540,98140097,110283737,208423834,33719,10202,43921
2022-04-08,128740,64728,64012,88586634,96663597,185250231,34490,10364,44854
2022-04-09,126845,65715,61130,79475900,83660928,163136828,31998,10196,42194
2022-04-10,104931,52925,52006,62688790,64800714,127489504,25187,8169,33356
2022-04-11,134624,65922,68702,91606108,88775301,180381409,37604,11185,48789
2022-04-12,132531,66955,65576,94686866,102255695,196942561,34778,10647,45425
2022-04-13,131961,65366,66595,89895636,96842110,186737746,37200,11129,48329
2022-04-14,114374,56295,58079,76065433,69819444,145884877,32184,9946,42130
2022-04-15,114232,54037,60195,79790143,68022968,147813111,33282,10238,43520
2022-04-16,125526,62795,62731,83459762,78264783,161724545,35579,10712,46291
2022-04-17,110178,52111,58067,67322075,58415651,125737726,32277,9627,41904
2022-04-18,131730,63886,67844,85827819,78268696,164096515,38683,11177,49860
2022-04-19,128474,63993,64481,87987053,89700577,177687630,36766,10586,47352
2022-04-20,137930,68211,69719,94810352,93481826,188292178,39038,11058,50096
2022-04-21,140039,68547,71492,95412637,94641978,190054615,38394,10893,49287
2022-04-22,135075,67489,67586,94793802,89929404,184723206,36289,10565,46854
2022-04-23,134835,66906,67929,97288445,80608740,177897185,37850,11073,48923
2022-04-24,123729,58296,65433,77039617,67133927,144173544,37330,10891,48221
2022-04-25,140008,69087,70921,93556705,83185372,176742077,39680,11813,51493
2022-04-26,134144,67951,66193,93493255,91616832,185110087,37207,11120,48327
2022-04-27,134355,68744,65611,95029886,94320620,189350506,38843,11720,50563
2022-04-28,127350,66804,60546,81591381,92971525,174562906,31439,9989,41428
2022-04-29,128746,64847,63899,89426384,88040513,177466897,36131,10819,46950
2022-04-30,130372,65545,64827,85001512,81445332,166446844,38240,11047,49287
2022-05-01,121263,59103,62160,71682742,75708468,147391210,34271,9566,43837
2022-05-02,134686,67152,67534,83748292,90836511,174584803,36836,10926,47762
2022-05-03,116930,55881,61049,70762221,65683732,136445953,31906,8721,40627
2022-05-04,131905,66446,65459,87872566,92655029,180527595,34619,9895,44514
2022-05-05,136627,70598,66029,95309400,112875022,208184422,37606,10704,48310
2022-05-06,136165,71422,64743,91130021,113938899,205068920,36531,10444,46975
2022-05-07,135145,70754,64391,89154554,106297671,195452225,38384,10768,49152
2022-05-08,116888,57068,59820,73731659,73975557,147707216,36032,9605,45637
2022-05-09,129247,66070,63177,91498699,93957569,185456268,39063,10785,49848
2022-05-10,126376,64589,61787,94456626,103103663,197560289,36578,10176,46754
2022-05-11,130034,67636,62398,92357895,107773795,200131690,37379,10423,47802
2022-05-12,126432,63913,62519,97381779,98413030,195794809,37660,10556,48216
2022-05-13,127802,66178,61624,88996684,99740340,188737024,37831,10579,48410
2022-05-14,121584,63132,58452,79303635,92618784,171922419,34065,9703,43768
2022-05-15,112786,54064,58722,86910173,75210469,162120642,31689,8843,40532
2022-05-16,121533,61154,60379,86662220,79469721,166131941,31986,9003,40989
2022-05-17,132132,64629,67503,91950484,102830978,194781462,34639,9710,44349
2022-05-18,130510,65303,65207,96274534,106525512,202800046,37460,10399,47859
2022-05-19,135193,67019,68174,111412911,107857444,219270355,43800,12169,55969
2022-05-20,139120,69187,69933,101860965,116532715,218393680,43939,12522,56461
2022-05-21,135056,69584,65472,98704415,99081341,197785756,42872,12132,55004
2022-05-22,118719,59818,58901,90398721,76760628,167159349,41284,11187,52471
2022-05-23,127920,67541,60379,96822643,89337094,186159737,39905,11633,51538
2022-05-24,129816,68344,61472,108467770,102472774,210940544,42671,12265,54936
2022-05-25,137182,71085,66097,113637812,105386884,219024696,47604,13332,60936
2022-05-26,138179,69830,68349,108578915,99147334,207726249,47137,12863,60000
2022-05-27,136208,70312,65896,108709553,102157068,210866621,44689,12284,56973
2022-05-28,137791,70154,67637,105985635,92441700,198427335,45874,12641,58515
2022-05-29,127038,61105,65933,96364760,70783520,167148280,43936,11290,55226
2022-05-30,131452,67714,63738,104073101,83849276,187922377,44047,11091,55138
2022-05-31,128934,65337,63597,104002051,85467287,189469338,42145,11066,53211
2022-06-01,136494,73787,62707,102635036,115737131,218372167,42745,11653,54398
2022-06-02,139532,75803,63729,108380250,117003332,225383582,42664,11332,53996
2022-06-03,137413,73809,63604,100261952,114728021,214989973,42079,10908,52987
2022-06-04,142554,75871,66683,108765285,111134237,219899522,41560,11089,52649
2022-06-05,122242,62791,59451,84365261,81681677,166046938,38651,9913,48564
2022-06-06,134186,71177,63009,97966273,100011960,197978233,41084,11161,52245
2022-06-07,139249,74079,65170,107103634,112410413,219514047,44964,11732,56696
2022-06-08,141475,75420,66055,109606616,108414635,218021251,46499,12708,59207
2022-06-09,139607,73369,66238,107237694,109221550,216459244,45992,12481,58473
2022-06-10,129800,69927,59873,96359853,98829723,195189576,41786,11494,53280
2022-06-11,129073,68296,60777,95888682,87103385,182992067,42557,12006,54563
2022-06-12,121249,60143,61106,86607459,70306531,156913990,42043,10923,52966
2022-06-13,136697,70358,66339,102718737,94816076,197534813,47076,12614,59690
2022-06-14,141142,70781,70361,105992882,95868386,201861268,51603,13769,65372
2022-06-15,141030,71846,69184,99244788,100177203,199421991,49074,13531,62605
2022-06-16,133532,68146,65386,102961529,98313598,201275127,45707,12010,57717
2022-06-17,117854,60380,57474,85267879,85433940,170701819,40813,11000,51813
2022-06-18,119565,61264,58301,87327294,76367546,163694840,39801,11103,50904
2022-06-19,104258,50956,53302,69907384,59784662,129692046,36161,9568,45729
2022-06-20,91802,45166,46636,72814152,59462756,132276908,33595,8848,42443
2022-06-21,88766,43800,44966,75905401,2071115652,2147021053,31889,8172,40061
2022-06-22,93402,46218,47184,80615621,76177011,156792632,34289,9299,43588
2022-06-23,102318,51290,51028,85396015,78404591,163800606,36787,9687,46474
2022-06-24,120097,60259,59838,101105187,93716237,194821424,44425,11890,56315
2022-06-25,117909,60783,57126,101611760,93908705,195520465,43747,11946,55693
2022-06-26,112523,54995,57528,80505985,77467911,157973896,39546,10316,49862
2022-06-27,133365,66518,66847,104202439,82500586,186703025,45533,11467,57000
2022-06-28,128957,65185,63772,99398293,84085896,183484189,43460,11221,54681
2022-06-29,122150,59680,62470,93747032,80559072,174306104,43232,11199,54431
2022-06-30,103275,50420,52855,74451378,64508886,138960264,35152,8807,43959
2022-07-01,120503,62778,57725,82032190,81741326,163773516,40155,11217,51372
2022-07-02,130690,68455,62235,88273080,87345836,175618916,42718,11807,54525
2022-07-03,114093,57721,56372,78531757,65625337,144157094,37521,10308,47829
2022-07-04,132497,67770,64727,87893807,86633610,174527417,36336,10997,47333
2022-07-05,113705,62094,51611,84120343,93057524,177177867,31999,9636,41635
2022-07-06,118701,63478,55223,93916341,99033407,192949748,33579,9818,43397
2022-07-07,125362,64032,61330,97649257,95896732,193545989,31921,9950,41871
2022-07-08,131042,67421,63621,99340296,93244749,192585045,34086,10560,44646
2022-07-09,126558,62988,63570,95973885,80291393,176265278,32639,10100,42739
2022-07-10,102830,47367,55463,87069422,55071247,142140669,23791,7694,31485
2022-07-11,127538,62581,64957,106318455,84602278,190920733,35335,9805,45140
2022-07-12,133530,68082,65448,106883302,95550739,202434041,37321,10470,47791
2022-07-13,133448,68500,64948,105154044,100458130,205612174,38703,10774,49477
2022-07-14,131440,68444,62996,98570172,101327088,199897260,35364,10109,45473
2022-07-15,130185,68619,61566,144417033,94165316,238582349,37082,10571,47653
2022-07-16,127244,66428,60816,93655651,95091320,188746971,33769,9747,43516
2022-07-17,109628,53998,55630,84476176,62623376,147099552,32861,8781,41642
2022-07-18,126396,64283,62113,104301019,89720522,194021541,37315,10263,47578
2022-07-19,134587,69683,64904,109839718,106353558,216193276,38702,10709,49411
2022-07-20,133743,68126,65617,102932932,99848272,202781204,38307,10393,48700
2022-07-21,134230,68842,65388,121019603,97004590,218024193,41218,11506,52724
2022-07-22,127987,66768,61219,105198203,91560397,196758600,37258,9875,47133
2022-07-23,127217,64026,63191,85164980,76441677,161606657,39185,10597,49782
2022-07-24,116176,54889,61287,77601268,59424146,137025414,35544,9452,44996
2022-07-25,116966,60746,56220,87575006,88954014,176529020,34671,9185,43856
2022-07-26,124591,63922,60669,97894654,88341574,186236228,39477,10463,49940
2022-07-27,130571,64938,65633,115547485,97891087,213438572,41580,10884,52464
2022-07-28,126827,63005,63822,110767999,93471505,204239504,41124,10843,51967
2022-07-29,130118,65736,64382,99085964,89345510,188431474,39065,10215,49280
